Tilaknagar,18:00,18:04,,18:08,18:12,,18:16,18:20,18:24,18:28,,18:32,18:36,,18:43,18:47,
Kurla,18:03,18:07,,18:11,18:15,,18:19,18:23,18:27,18:31,,18:35,18:39,,18:46,18:50,
Chunabhatti,18:06,18:10,,18:14,18:18,,18:22,18:26,18:30,18:34,,18:38,18:42,,18:49,18:53,
GTB Nagar,18:09,18:13,,18:17,18:21,,18:25,18:29,18:33,18:37,,18:41,18:45,,18:52,18:56,
Goregaon,,,,,,17:53,,,,,,,,18:14,,,18:27
Ramnagar,,,,,,17:57,,,,,,,,18:18,,,18:31
Jogeshwari,,,,,,18:00,,,,,,,,18:21,,,18:34
Andheri,,,,,,18:04,,,,,,,,18:26,,,18:38
Vileparle,,,,,,18:08,,,,,,,,18:30,,,18:42
Santacruz,,,,,,18:11,,,,,,,,18:33,,,18:45
Khar Road,,,,,,18:14,,,,,,,,18:36,,,18:48
Bandra,,,18:06,,,18:18,,,,,18:34,,,18:41,,,18:52
Mahim Jn,,,18:10,,,18:22,,,,,18:38,,,18:45,,,18:56
King's Circle,,,18:13,,,18:25,,,,,18:41,,,18:48,,,18:59
Vadala Road,18:15,18:20,18:19,18:23,18:27,18:31,18:32,18:35,18:39,18:43,18:47,18:47,18:51,18:55,18:59,19:03,19:06
Sewri,18:18,,18:22,18:26,18:30,18:34,,18:38,18:42,18:46,18:50,,18:54,18:58,19:02,19:06,
Cotton Green,18:21,,18:25,18:29,18:33,18:37,,18:41,18:45,18:49,18:53,,18:57,19:01,19:05,19:09,
Reay Road,18:23,,18:27,18:31,18:35,18:39,,18:43,18:47,18:51,18:55,,18:59,19:03,19:07,19:11,
Dockyard Road,18:26,,18:30,18:34,18:38,18:42,,18:46,18:50,18:54,18:58,,19:02,19:06,19:10,19:14,
Sandhurst Road,18:28,,18:32,18:36,18:40,18:44,,18:48,18:52,18:56,19:00,,19:04,19:08,19:12,19:16,
Masjid,18:30,,18:34,18:38,18:42,18:46,,18:50,18:54,18:58,19:02,,19:06,19:10,19:14,19:18,
Mumbai CSMT,18:33,,18:37,18:41,18:45,18:49,,18:53,18:57,19:01,19:05,,19:09,19:13,19:17,19:21,
