Tilaknagar,19:51,19:55,,20:03,,,20:10,,20:21,20:25,20:29,,20:33,20:37,,20:41,20:45
Kurla,19:54,19:58,,20:06,,,20:13,,20:24,20:28,20:32,,20:36,20:40,,20:44,20:48
Chunabhatti,19:57,20:01,,20:09,,,20:16,,20:27,20:31,20:35,,20:39,20:43,,20:47,20:51
GTB Nagar,20:00,20:04,,20:12,,,20:19,,20:30,20:34,20:38,,20:42,20:46,,20:50,20:54
Goregaon,,,,,19:40,19:45,,19:56,,,,,,,20:12,,
Ramnagar,,,,,19:44,19:49,,20:00,,,,,,,20:17,,
Jogeshwari,,,,,19:47,19:52,,20:03,,,,,,,20:21,,
Andheri,,,,,19:51,19:56,,20:07,,,,,,,20:26,,
Vileparle,,,,,19:55,20:00,,20:11,,,,,,,20:30,,
Santacruz,,,,,19:58,20:03,,20:14,,,,,,,20:33,,
Khar Road,,,,,20:01,20:06,,20:17,,,,,,,20:36,,
Bandra,,,20:02,,20:06,20:10,,20:21,,,,20:33,,,20:42,,
Mahim Jn,,,20:05,,20:09,20:13,,20:24,,,,20:37,,,20:46,,
King's Circle,,,20:08,,20:12,20:16,,20:27,,,,20:41,,,20:49,,
Vadala Road,20:06,20:10,20:14,20:18,20:18,20:21,20:25,20:33,20:36,20:40,20:44,20:48,20:49,20:52,20:56,20:56,21:00
Sewri,,20:13,20:17,20:21,,20:24,20:28,20:36,,20:43,20:47,20:51,,20:55,,20:59,21:03
Cotton Green,,20:16,20:20,20:24,,20:27,20:31,20:39,,20:46,20:50,20:54,,20:58,,21:02,21:06
Reay Road,,20:18,20:22,20:26,,20:29,20:33,20:41,,20:48,20:52,20:56,,21:00,,21:04,21:08
Dockyard Road,,20:21,20:25,20:29,,20:32,20:36,20:44,,20:51,20:55,20:59,,21:03,,21:07,21:11
Sandhurst Road,,20:23,20:27,20:31,,20:34,20:38,20:46,,20:53,20:57,21:01,,21:05,,21:09,21:13
Masjid,,20:25,20:29,20:33,,20:36,20:40,20:48,,20:55,20:59,21:03,,21:07,,21:11,21:15
Mumbai CSMT,,20:28,20:32,20:36,,20:39,20:44,20:51,,20:58,21:02,21:06,,21:10,,21:14,21:18
