Kelavli,,5:55,,6:56,,,,
Dolavli,,5:58,,6:59,,,,
Lowjee,,6:02,,7:03,,,,
Khopoli,,6:08,,7:09,,,,
Shahad,1:41,5:32,5:46,5:52,6:12,6:25,6:40,6:45
Ambivli,1:44,5:35,5:49,5:55,6:15,6:28,6:43,6:48
Titwala,1:50,5:41,5:57,6:01,6:23,6:34,6:49,6:54
Khadavli,1:57,5:48,,6:08,,6:41,6:56,7:01
Vasind,2:04,5:55,,6:15,,6:48,7:03,7:08
Asangaon,2:10,6:03,,6:25,,6:58,7:09,7:18
Atgaon,2:19,,,6:34,,,7:18,
Thansit,2:24,,,6:39,,,7:25,
Khardi,2:29,,,6:44,,,7:28,
Umbermalli,2:35,,,6:51,,,7:34,
Kasara,2:54,,,7:03,,,7:46,
