Tilaknagar,13:55,,14:05,14:09,14:13,,14:19,14:23,,14:31,14:35,,14:43,14:47,14:51,14:55,
Kurla,13:58,,14:08,14:12,14:16,,14:22,14:26,,14:34,14:38,,14:46,14:50,14:54,14:58,
Chunabhatti,14:01,,14:11,14:15,14:19,,14:25,14:29,,14:37,14:41,,14:49,14:53,14:57,15:01,
GTB Nagar,14:04,,14:14,14:18,14:22,,14:28,14:32,,14:40,14:44,,14:52,14:56,15:00,15:04,
Goregaon,,13:38,,,,,,,14:05,,,,,,,,14:33
Ramnagar,,13:41,,,,,,,14:09,,,,,,,,14:37
Jogeshwari,,13:44,,,,,,,14:12,,,,,,,,14:40
Andheri,,13:48,,,,,,,14:16,,,,,,,,14:44
Vileparle,,13:52,,,,,,,14:20,,,,,,,,14:48
Santacruz,,13:55,,,,,,,14:23,,,,,,,,14:51
Khar Road,,13:58,,,,,,,14:26,,,,,,,,14:54
Bandra,,14:02,,,,14:17,,,14:30,,,14:41,,,,,14:58
Mahim Jn,,14:05,,,,14:21,,,14:33,,,14:45,,,,,15:01
King's Circle,,14:08,,,,14:24,,,14:36,,,14:48,,,,,15:04
Vadala Road,14:10,14:14,14:20,14:24,14:29,14:30,14:34,14:38,14:42,14:46,14:50,14:54,14:58,15:02,15:06,15:10,15:10
Sewri,14:13,14:17,14:23,14:27,,14:33,14:37,14:41,14:45,14:49,14:53,14:57,15:01,15:05,15:09,,15:13
Cotton Green,14:16,14:20,14:26,14:30,,14:36,14:40,14:44,14:48,14:52,14:56,15:00,15:04,15:08,15:12,,15:16
Reay Road,14:18,14:22,14:28,14:32,,14:38,14:42,14:46,14:50,14:54,14:58,15:02,15:06,15:10,15:14,,15:18
Dockyard Road,14:21,14:25,14:31,14:35,,14:41,14:45,14:49,14:53,14:57,15:01,15:05,15:09,15:13,15:17,,15:21
Sandhurst Road,14:23,14:27,14:33,14:37,,14:43,14:47,14:51,14:55,14:59,15:03,15:07,15:11,15:15,15:19,,15:23
Masjid,14:25,14:29,14:35,14:39,,14:45,14:49,14:53,14:57,15:01,15:05,15:09,15:13,15:17,15:21,,15:25
Mumbai CSMT,14:28,14:32,14:38,14:43,,14:48,14:52,14:56,15:00,15:04,15:08,15:12,15:16,15:20,15:24,,15:28
