Tilaknagar,14:59,,15:06,15:17,,15:21,15:27,15:31,15:35,,15:42,15:46,15:49,15:54,,16:02,16:06
Kurla,15:02,,15:09,15:20,,15:24,15:30,15:34,15:38,,15:45,15:49,15:52,15:57,,16:05,16:09
Chunabhatti,15:05,,15:12,15:23,,15:27,15:33,15:37,15:41,,15:48,15:52,15:55,16:00,,16:08,16:12
GTB Nagar,15:08,,15:15,15:26,,15:30,15:36,15:40,15:44,,15:51,15:55,15:58,16:03,,16:11,16:15
Goregaon,,,,,14:59,,,,,,,,,,15:35,,
Ramnagar,,,,,15:03,,,,,,,,,,15:39,,
Jogeshwari,,,,,15:06,,,,,,,,,,15:42,,
Andheri,,,,,15:10,,,,,,,,,,15:46,,
Vileparle,,,,,15:14,,,,,,,,,,15:50,,
Santacruz,,,,,15:17,,,,,,,,,,15:53,,
Khar Road,,,,,15:20,,,,,,,,,,15:56,,
Bandra,,15:05,,,15:24,,,,,15:41,,,,,16:00,,
Mahim Jn,,15:09,,,15:27,,,,,15:45,,,,,16:03,,
King's Circle,,15:12,,,15:30,,,,,15:48,,,,,16:06,,
Vadala Road,15:14,15:18,15:22,15:32,15:36,15:36,15:42,15:46,15:50,15:54,15:57,16:01,16:04,16:09,16:12,16:17,16:21
Sewri,15:17,15:21,15:25,15:35,15:39,,15:45,15:49,15:53,15:57,16:00,,16:07,16:12,16:15,16:20,16:24
Cotton Green,15:20,15:24,15:28,15:38,15:42,,15:48,15:52,15:56,16:00,16:03,,16:10,16:15,16:18,16:23,16:27
Reay Road,15:22,15:26,15:30,15:40,15:44,,15:50,15:54,15:58,16:02,16:05,,16:12,16:17,16:20,16:25,16:29
Dockyard Road,15:25,15:29,15:33,15:43,15:47,,15:53,15:57,16:01,16:05,16:08,,16:15,16:20,16:23,16:28,16:32
Sandhurst Road,15:27,15:31,15:35,15:45,15:49,,15:55,15:59,16:03,16:07,16:10,,16:17,16:22,16:25,16:30,16:34
Masjid,15:29,15:33,15:37,15:47,15:51,,15:57,16:01,16:05,16:09,16:12,,16:19,16:24,16:27,16:32,16:36
Mumbai CSMT,15:32,15:36,15:40,15:50,15:54,,16:00,16:04,16:08,16:12,16:16,,16:22,16:27,16:30,16:35,16:39
