Tilaknagar,20:49,,20:53,,21:01,21:05,21:09,,21:13,21:17,21:21,21:25,,21:33,,21:43,21:47
Kurla,20:52,,20:56,,21:04,21:08,21:12,,21:16,21:20,21:24,21:28,,21:36,,21:46,21:50
Chunabhatti,20:55,,20:59,,21:07,21:11,21:15,,21:19,21:23,21:27,21:31,,21:39,,21:49,21:53
GTB Nagar,20:58,,21:02,,21:10,21:14,21:18,,21:22,21:26,21:30,21:34,,21:42,,21:52,21:56
Goregaon,,20:26,,,,,,20:51,,,,,,,21:15,,
Ramnagar,,20:30,,,,,,20:55,,,,,,,21:19,,
Jogeshwari,,20:33,,,,,,20:58,,,,,,,21:22,,
Andheri,,20:37,,,,,,21:02,,,,,,,21:26,,
Vileparle,,20:41,,,,,,21:06,,,,,,,21:30,,
Santacruz,,20:44,,,,,,21:09,,,,,,,21:33,,
Khar Road,,20:47,,,,,,21:12,,,,,,,21:36,,
Bandra,,20:51,,20:59,,,,21:16,,,,,21:31,,21:40,,
Mahim Jn,,20:55,,21:03,,,,21:19,,,,,21:35,,21:43,,
King's Circle,,20:58,,21:06,,,,21:22,,,,,21:38,,21:46,,
Vadala Road,21:05,21:04,21:08,21:12,21:16,21:20,21:24,21:28,21:28,21:32,21:36,21:40,21:45,21:48,21:52,21:58,22:02
Sewri,,21:07,21:11,21:15,21:19,21:23,21:27,21:31,,21:35,21:39,21:43,21:48,21:51,21:55,22:01,22:05
Cotton Green,,21:10,21:14,21:18,21:22,21:26,21:30,21:34,,21:38,21:42,21:46,21:51,21:54,21:58,22:04,22:08
Reay Road,,21:12,21:16,21:20,21:24,21:28,21:32,21:36,,21:40,21:44,21:48,21:53,21:56,22:00,22:06,22:10
Dockyard Road,,21:15,21:19,21:23,21:27,21:31,21:35,21:39,,21:43,21:47,21:51,21:56,21:59,22:03,22:09,22:13
Sandhurst Road,,21:17,21:21,21:25,21:29,21:33,21:37,21:41,,21:45,21:49,21:53,21:58,22:01,22:05,22:11,22:15
Masjid,,21:19,21:23,21:27,21:31,21:35,21:39,21:43,,21:47,21:51,21:55,22:00,22:03,22:07,22:13,22:17
Mumbai CSMT,,21:22,21:26,21:30,21:34,21:38,21:42,21:46,,21:50,21:54,21:58,22:03,22:06,22:10,22:16,22:20
